"Restaurant_ID","DinnerPrice","LunchPrice","Price_Category"
"605","￥5000～￥5999","￥3000～￥3999","中價位"
"606","￥2000～￥2999","￥1000～￥1999","平價"
"607","￥4000～￥4999","","中價位"
"608","￥6000～￥7999","￥1000～￥1999","中價位"
"609","￥1000～￥1999","","平價"
"610","￥3000～￥3999","￥1000～￥1999","中價位"
"611","￥3000～￥3999","","中價位"
"612"," ～￥999"," ～￥999","平價"
"613","￥5000～￥5999","","高價位"
"614","￥2000～￥2999","","中價位"
"615","￥3000～￥3999"," ～￥999","中價位"
"616","￥6000～￥7999","￥1000～￥1999","中價位"
"617","￥3000～￥3999","","中價位"
"618","￥4000～￥4999","","中價位"
"619","￥6000～￥7999","￥6000～￥7999","高價位"
"620","￥2000～￥2999","","中價位"
"621","￥1000～￥1999","","平價"
"622","￥4000～￥4999","￥1000～￥1999","中價位"
"623","￥3000～￥3999","","中價位"
"624"," ～￥999"," ～￥999","平價"
"625","￥5000～￥5999","￥1000～￥1999","中價位"
"626","￥3000～￥3999","￥1000～￥1999","中價位"
"627","￥2000～￥2999"," ～￥999","平價"
"628","￥10000～￥14999","￥5000～￥5999","高價位"
"629","￥4000～￥4999","￥2000～￥2999","中價位"
"630","￥3000～￥3999","","中價位"
"631","￥4000～￥4999","","中價位"
"632","￥4000～￥4999","","中價位"
"633","￥3000～￥3999","","中價位"
"634","￥1000～￥1999","￥1000～￥1999","平價"
"635","￥3000～￥3999","","中價位"
"636","￥5000～￥5999","","高價位"
"637","￥20000～￥29999","￥10000～￥14999","頂級"
"638","￥5000～￥5999","","高價位"
"639","￥15000～￥19999","￥5000～￥5999","頂級"
"640"," ～￥999","","平價"
"641"," ～￥999"," ～￥999","平價"
"642","￥3000～￥3999","","中價位"
"643"," ～￥999"," ～￥999","平價"
"644","￥3000～￥3999","","中價位"
"645","￥10000～￥14999","￥4000～￥4999","高價位"
"646","￥3000～￥3999","￥1000～￥1999","中價位"
"647","￥3000～￥3999","","中價位"
"648","￥2000～￥2999"," ～￥999","平價"
"649","￥3000～￥3999"," ～￥999","中價位"
"650","￥2000～￥2999"," ～￥999","平價"
"651","￥5000～￥5999","￥2000～￥2999","中價位"
"652","￥6000～￥7999","￥2000～￥2999","中價位"
"653","￥4000～￥4999","","中價位"
"654","￥3000～￥3999","","中價位"
"655","￥2000～￥2999","","中價位"
"656","￥3000～￥3999"," ～￥999","中價位"
"657","￥4000～￥4999","","中價位"
"658","￥20000～￥29999","￥8000～￥9999","頂級"
"659","￥20000～￥29999","￥8000～￥9999","頂級"
"660","￥6000～￥7999","￥3000～￥3999","高價位"
"661"," ～￥999"," ～￥999","平價"
"662","￥3000～￥3999","","中價位"
"663","￥2000～￥2999","￥1000～￥1999","平價"
"664","￥5000～￥5999","","高價位"
"665","￥1000～￥1999","￥1000～￥1999","平價"
"666","￥2000～￥2999","￥1000～￥1999","平價"
"667"," ～￥999"," ～￥999","平價"
"668"," ～￥999"," ～￥999","平價"
"669","￥4000～￥4999","","中價位"
"670","￥4000～￥4999","￥1000～￥1999","中價位"
"671","￥1000～￥1999","￥1000～￥1999","平價"
"672","￥3000～￥3999","￥3000～￥3999","中價位"
"673","￥3000～￥3999","","中價位"
"674","￥1000～￥1999","","平價"
"675","￥3000～￥3999"," ～￥999","中價位"
"676","￥3000～￥3999","","中價位"
"677","￥4000～￥4999","","中價位"
"678","￥1000～￥1999"," ～￥999","平價"
"679","￥5000～￥5999","","高價位"
"680","￥8000～￥9999","","高價位"
"681","￥3000～￥3999","","中價位"
"682","￥5000～￥5999","￥1000～￥1999","中價位"
"683","￥1000～￥1999","￥1000～￥1999","平價"
"684","￥6000～￥7999","￥2000～￥2999","中價位"
"685","￥2000～￥2999","￥2000～￥2999","中價位"
"686","￥4000～￥4999","￥1000～￥1999","中價位"
"687","￥6000～￥7999","￥3000～￥3999","高價位"
"688","￥3000～￥3999","￥1000～￥1999","中價位"
"689","￥3000～￥3999"," ～￥999","中價位"
"690","￥8000～￥9999","￥2000～￥2999","高價位"
"691","￥4000～￥4999","￥1000～￥1999","中價位"
"692","￥2000～￥2999"," ～￥999","平價"
"693","￥1000～￥1999"," ～￥999","平價"
"694","￥3000～￥3999","","中價位"
"695","￥6000～￥7999","","高價位"
"696","￥1000～￥1999","￥1000～￥1999","平價"
"697","￥4000～￥4999","￥2000～￥2999","中價位"
"698","￥1000～￥1999"," ～￥999","平價"
"699","￥6000～￥7999","￥1000～￥1999","中價位"
"700","￥4000～￥4999","￥1000～￥1999","中價位"
"701","￥2000～￥2999","","中價位"
"702"," ～￥999"," ～￥999","平價"
"703","￥3000～￥3999","","中價位"
"704","￥4000～￥4999","","中價位"
"705","￥3000～￥3999"," ～￥999","中價位"
"706","￥1000～￥1999"," ～￥999","平價"
"707","￥2000～￥2999","","中價位"
"708","￥10000～￥14999","￥5000～￥5999","高價位"
"709","￥4000～￥4999","","中價位"
"710","￥3000～￥3999","","中價位"
"711","￥3000～￥3999","","中價位"
"712","￥6000～￥7999","￥2000～￥2999","中價位"
"713","￥3000～￥3999","","中價位"
"714","￥3000～￥3999","","中價位"
"715","￥1000～￥1999","￥1000～￥1999","平價"
"716","￥5000～￥5999","￥2000～￥2999","中價位"
"717","￥3000～￥3999"," ～￥999","中價位"
"718","￥5000～￥5999"," ～￥999","中價位"
"719","￥4000～￥4999"," ～￥999","中價位"
"720","￥3000～￥3999"," ～￥999","中價位"
"721","￥2000～￥2999","","中價位"
"722","￥10000～￥14999","￥5000～￥5999","高價位"
"723","￥3000～￥3999","","中價位"
"724","￥3000～￥3999","","中價位"
"725","￥4000～￥4999","￥1000～￥1999","中價位"
"726","￥2000～￥2999","￥2000～￥2999","中價位"
"727","￥4000～￥4999","","中價位"
"728","￥3000～￥3999","","中價位"
"729","￥1000～￥1999","","平價"
"730","￥10000～￥14999","","頂級"
"731","￥6000～￥7999","￥2000～￥2999","中價位"
"732","￥3000～￥3999","","中價位"
"733"," ～￥999"," ～￥999","平價"
"734","￥2000～￥2999","￥1000～￥1999","平價"
"735","￥2000～￥2999","","中價位"
"736","￥20000～￥29999","￥6000～￥7999","頂級"
"737","￥3000～￥3999","","中價位"
"738","￥5000～￥5999","￥3000～￥3999","中價位"
"739","￥2000～￥2999","","中價位"
"740","￥2000～￥2999"," ～￥999","平價"
"741","￥5000～￥5999","","高價位"
"742","￥4000～￥4999","","中價位"
"743","￥15000～￥19999","￥8000～￥9999","頂級"
"744","￥3000～￥3999","","中價位"
"745","￥2000～￥2999","￥1000～￥1999","平價"
"746","￥4000～￥4999","","中價位"
"747","￥5000～￥5999","","高價位"
"748","￥5000～￥5999","￥1000～￥1999","中價位"
"749","￥3000～￥3999","￥1000～￥1999","中價位"
"750","￥4000～￥4999","￥4000～￥4999","中價位"
"751"," ～￥999"," ～￥999","平價"
"752"," ～￥999"," ～￥999","平價"
"753","￥5000～￥5999","￥2000～￥2999","中價位"
"754","￥4000～￥4999","","中價位"
"755","￥15000～￥19999","￥15000～￥19999","頂級"
"756","￥3000～￥3999"," ～￥999","中價位"
"757","￥3000～￥3999","","中價位"
"758"," ～￥999"," ～￥999","平價"
"759","￥3000～￥3999","","中價位"
"760","￥3000～￥3999","","中價位"
"761","￥3000～￥3999","","中價位"
"762"," ～￥999","","平價"
"763","￥3000～￥3999","","中價位"
"764","￥2000～￥2999","","中價位"
"765","￥1000～￥1999","￥1000～￥1999","平價"
"766","￥4000～￥4999","","中價位"
"767","￥2000～￥2999","￥1000～￥1999","平價"
"768","￥3000～￥3999","￥1000～￥1999","中價位"
"769","￥4000～￥4999","","中價位"
"770","￥3000～￥3999","￥1000～￥1999","中價位"
"771"," ～￥999","","平價"
"772","￥3000～￥3999","","中價位"
"773","￥8000～￥9999","￥3000～￥3999","高價位"
"774","￥4000～￥4999","￥1000～￥1999","中價位"
"775","￥5000～￥5999","","高價位"
"776"," ～￥999"," ～￥999","平價"
"777","￥3000～￥3999","￥1000～￥1999","中價位"
"778","￥1000～￥1999","￥1000～￥1999","平價"
"779","￥2000～￥2999"," ～￥999","平價"
"780","￥4000～￥4999","￥2000～￥2999","中價位"
"781","￥2000～￥2999"," ～￥999","平價"
"782","￥2000～￥2999"," ～￥999","平價"
"783","￥3000～￥3999","","中價位"
"784","￥6000～￥7999","￥3000～￥3999","高價位"
"785","￥2000～￥2999"," ～￥999","平價"
"786","￥3000～￥3999","￥1000～￥1999","中價位"
"787"," ～￥999"," ～￥999","平價"
"788","￥20000～￥29999","￥10000～￥14999","頂級"
"789"," ～￥999"," ～￥999","平價"
"790","￥3000～￥3999","","中價位"
"791","￥2000～￥2999","","中價位"
"792","￥8000～￥9999","￥4000～￥4999","高價位"
"793","￥3000～￥3999","","中價位"
"794"," ～￥999"," ～￥999","平價"
"795","￥3000～￥3999","￥2000～￥2999","中價位"
"796","￥4000～￥4999","","中價位"
"797","￥3000～￥3999","￥2000～￥2999","中價位"
"798","￥2000～￥2999","","中價位"
"799","￥8000～￥9999","￥5000～￥5999","高價位"
"800","￥8000～￥9999","","高價位"
"801","￥4000～￥4999","","中價位"
"802","￥2000～￥2999","￥1000～￥1999","平價"
"803","￥2000～￥2999"," ～￥999","平價"
"804","￥4000～￥4999","￥2000～￥2999","中價位"
"805","￥30000～","￥10000～￥14999","頂級"
"806","￥3000～￥3999","￥1000～￥1999","中價位"
"807","￥3000～￥3999","","中價位"
"808","￥3000～￥3999","","中價位"
"809","￥2000～￥2999","￥2000～￥2999","中價位"
"810","￥5000～￥5999","￥3000～￥3999","中價位"
"811","￥3000～￥3999"," ～￥999","中價位"
"812","￥5000～￥5999","￥1000～￥1999","中價位"
"813","￥5000～￥5999","￥1000～￥1999","中價位"
"814","￥3000～￥3999","￥1000～￥1999","中價位"
"815","￥2000～￥2999"," ～￥999","平價"
"816","￥3000～￥3999"," ～￥999","中價位"
"817","￥10000～￥14999","￥5000～￥5999","高價位"
"818","￥4000～￥4999","￥1000～￥1999","中價位"
"819","￥2000～￥2999"," ～￥999","平價"
"820","￥4000～￥4999","","中價位"
"821","￥1000～￥1999"," ～￥999","平價"
"822","￥8000～￥9999","￥3000～￥3999","高價位"
"823","￥1000～￥1999","￥1000～￥1999","平價"
"824","￥2000～￥2999","","中價位"
"825","￥3000～￥3999","￥1000～￥1999","中價位"
"826","￥4000～￥4999","￥3000～￥3999","中價位"
"827","￥3000～￥3999","","中價位"
"828","￥4000～￥4999","","中價位"
"829","￥3000～￥3999"," ～￥999","中價位"
"830","￥1000～￥1999","￥1000～￥1999","平價"
"831","￥1000～￥1999","","平價"
"832","￥1000～￥1999"," ～￥999","平價"
"833","￥2000～￥2999","￥1000～￥1999","平價"
"834","￥3000～￥3999","￥1000～￥1999","中價位"
"835","￥3000～￥3999","","中價位"
"836","￥2000～￥2999"," ～￥999","平價"
"837","￥4000～￥4999"," ～￥999","中價位"
"838","￥8000～￥9999","￥4000～￥4999","高價位"
"839","￥1000～￥1999","￥1000～￥1999","平價"
"840","￥1000～￥1999","","平價"
"841","￥3000～￥3999","","中價位"
"842","￥3000～￥3999","￥1000～￥1999","中價位"
"843","￥8000～￥9999","￥3000～￥3999","高價位"
"844","￥1000～￥1999","￥1000～￥1999","平價"
"845","￥1000～￥1999"," ～￥999","平價"
"846","￥1000～￥1999"," ～￥999","平價"
"847","￥2000～￥2999","","中價位"
"848"," ～￥999"," ～￥999","平價"
"849","￥1000～￥1999","","平價"
"850","￥3000～￥3999","","中價位"
"851","￥3000～￥3999","","中價位"
"852","￥3000～￥3999","","中價位"
"853","￥6000～￥7999","￥2000～￥2999","中價位"
"854","￥3000～￥3999","","中價位"
"855","￥3000～￥3999","￥2000～￥2999","中價位"
"856","￥4000～￥4999","","中價位"
"857","￥4000～￥4999","","中價位"
"858","￥3000～￥3999","￥3000～￥3999","中價位"
"859","￥3000～￥3999"," ～￥999","中價位"
"860","￥2000～￥2999"," ～￥999","平價"
"861","￥2000～￥2999","￥1000～￥1999","平價"
"862","￥2000～￥2999","","中價位"
"863","￥3000～￥3999","","中價位"
"864","￥1000～￥1999"," ～￥999","平價"
"865","￥3000～￥3999","","中價位"
"866","￥5000～￥5999","","高價位"
"867","￥1000～￥1999","￥1000～￥1999","平價"
"868","￥4000～￥4999","","中價位"
"869","￥5000～￥5999","￥2000～￥2999","中價位"
"870","￥4000～￥4999","￥1000～￥1999","中價位"
"871","￥10000～￥14999","￥4000～￥4999","高價位"
"872","￥3000～￥3999","","中價位"
"873","￥2000～￥2999"," ～￥999","平價"
"874","￥3000～￥3999","￥2000～￥2999","中價位"
"875","￥10000～￥14999","","頂級"
"876","￥3000～￥3999"," ～￥999","中價位"
"877","￥2000～￥2999","￥1000～￥1999","平價"
"878"," ～￥999"," ～￥999","平價"
"879","￥8000～￥9999","￥5000～￥5999","高價位"
"880","￥3000～￥3999","￥1000～￥1999","中價位"
"881","￥3000～￥3999","","中價位"
"882","￥5000～￥5999","￥1000～￥1999","中價位"
"883","￥8000～￥9999","￥3000～￥3999","高價位"
"884","￥2000～￥2999","￥1000～￥1999","平價"
"885","￥10000～￥14999","￥6000～￥7999","高價位"
"886","￥1000～￥1999","￥1000～￥1999","平價"
"887","￥3000～￥3999"," ～￥999","中價位"
"888","￥3000～￥3999","","中價位"
"889"," ～￥999"," ～￥999","平價"
"890","￥3000～￥3999","","中價位"
"891","￥2000～￥2999"," ～￥999","平價"
"892","￥3000～￥3999"," ～￥999","中價位"
"893","￥3000～￥3999","","中價位"
"894","￥6000～￥7999","￥2000～￥2999","中價位"
"895","￥8000～￥9999","￥2000～￥2999","高價位"
"896","～￥999","～￥999","平價"
"897","￥3000～￥3999","￥1000～￥1999","中價位"
"898","￥1000～￥1999","～￥999","平價"
"899","￥1000～￥1999","～￥999","平價"
"900","￥5000～￥9999","￥3000～￥3999","高價位"
"901","￥2000～￥2999","","中價位"
"902","￥1000～￥1999","￥1000～￥1999","平價"
"903","～￥999","～￥999","平價"
"904","￥10000+","￥5000～￥9999","高價位"
"905","￥1000～￥1999","～￥999","平價"
"906","～￥999","～￥999","平價"
"907","￥3000～￥3999","￥2000～￥2999","中價位"
"908","￥1000～￥1999","￥1000～￥1999","平價"
"909","￥5000～￥9999","","高價位"
"910","￥1000～￥1999","～￥999","平價"
"911","￥3000～￥3999","","中價位"
"912","￥1000～￥1999","～￥999","平價"
"913","￥2000～￥2999","","中價位"
"914","￥5000～￥9999","￥3000～￥3999","高價位"
"915","￥2000～￥2999","","中價位"
"916","～￥999","～￥999","平價"
"917","～￥999","～￥999","平價"
"918","￥5000～￥9999","￥3000～￥3999","高價位"
"919","￥3000～￥3999","￥2000～￥2999","中價位"
"920","￥2000～￥2999","","中價位"
"921","￥5000～￥9999","","高價位"
"922","￥1000～￥1999","～￥999","平價"
"923","￥2000～￥2999","","中價位"
"924","￥1000～￥1999","～￥999","平價"
"925","￥3000～￥3999","￥2000～￥2999","中價位"
"926","～￥999","～￥999","平價"
"927","￥5000～￥9999","","高價位"
"928","￥1000～￥1999","～￥999","平價"
"929","～￥999","～￥999","平價"
"930","￥10000+","￥5000～￥9999","高價位"
"931","￥1000～￥1999","～￥999","平價"
"932","￥2000～￥2999","","中價位"
"933","～￥999","～￥999","平價"
"934","￥1000～￥1999","～￥999","平價"
"935","￥3000～￥3999","￥2000～￥2999","中價位"
"936","￥4000～￥4999","￥2000～￥2999","中價位"
"937","￥3000～￥3999","￥1000～￥1999","中價位"
"938","￥1000～￥1999","～￥999","平價"
"939","￥2000～￥2999","","中價位"
"940","￥1000～￥1999","～￥999","平價"
"941","￥5000～￥9999","￥3000～￥3999","高價位"
"942","～￥999","～￥999","平價"
"943","￥5000～￥9999","","高價位"
"944","￥1000～￥1999","～￥999","平價"
"945","￥1000～￥1999","～￥999","平價"
"946","～￥999","～￥999","平價"
"947","￥3000～￥3999","￥1000～￥1999","中價位"
"948","￥1000～￥1999","～￥999","平價"
"949","￥1000～￥1999","～￥999","平價"
"950","￥5000～￥9999","￥3000～￥3999","高價位"
"951","￥2000～￥2999","","中價位"
"952","￥1000～￥1999","￥1000～￥1999","平價"
"953","～￥999","～￥999","平價"
"954","￥10000+","￥5000～￥9999","高價位"
"955","￥1000～￥1999","～￥999","平價"
"956","～￥999","～￥999","平價"
"957","￥3000～￥3999","￥2000～￥2999","中價位"
"958","￥1000～￥1999","￥1000～￥1999","平價"
"959","￥5000～￥9999","","高價位"
"960","￥1000～￥1999","～￥999","平價"
"961","￥3000～￥3999","","中價位"
"962","￥1000～￥1999","～￥999","平價"
"963","￥2000～￥2999","","中價位"
"964","￥5000～￥9999","￥3000～￥3999","高價位"
"965","￥2000～￥2999","","中價位"
"966","～￥999","～￥999","平價"
"967","～￥999","～￥999","平價"
"968","￥5000～￥9999","￥3000～￥3999","高價位"
"969","￥3000～￥3999","￥2000～￥2999","中價位"
"970","￥2000～￥2999","","中價位"
"971","￥5000～￥9999","","高價位"
"972","￥1000～￥1999","～￥999","平價"
"973","￥2000～￥2999","","中價位"
"974","￥1000～￥1999","～￥999","平價"
"975","￥3000～￥3999","￥2000～￥2999","中價位"
"976","～￥999","～￥999","平價"
"977","￥5000～￥9999","","高價位"
"978","￥1000～￥1999","～￥999","平價"
"979","～￥999","～￥999","平價"
"980","￥10000+","￥5000～￥9999","高價位"
"981","￥1000～￥1999","～￥999","平價"
"982","￥2000～￥2999","","中價位"
"983","～￥999","～￥999","平價"
"984","￥1000～￥1999","～￥999","平價"
"985","￥3000～￥3999","￥2000～￥2999","中價位"
"986","￥4000～￥4999","￥2000～￥2999","中價位"
"987","￥3000～￥3999","￥1000～￥1999","中價位"
"988","￥1000～￥1999","～￥999","平價"
"989","￥2000～￥2999","","中價位"
"990","￥1000～￥1999","～￥999","平價"
"991","￥5000～￥9999","￥3000～￥3999","高價位"
"992","～￥999","～￥999","平價"
"993","￥5000～￥9999","","高價位"
"994","￥1000～￥1999","～￥999","平價"
"995","￥1000～￥1999","～￥999","平價"
