HotelName,Address,Rating,UserRatingsTotal,Types,Lat,Lng,Place_ID
加茂川館,京都市中京区中島町１０４,3.9,161,"lodging, point_of_interest, establishment",35.00908020000001,135.7709373,ChIJzY-pNZMIAWARdjMJj5IORp0
はる家 東山 | HARUYA Higashiyama,京都市東山区古川町５４２−４,4.1,116,"lodging, point_of_interest, establishment",35.00875499999999,135.778964,ChIJydhUfYMIAWARAKgjRUKjcAQ
Kyoto Garden Ryokan Yachiyo/Hotel 南禅寺 八千代 旅館,京都市左京区 Nanzenji Garden Ryokan Yachiyo 京都市左京区南禅寺福地町３４,4,485,"lodging, point_of_interest, establishment",35.0110176,135.7887958,ChIJP5u_6d8IAWARpfbnD_I3CbU
KKR 京都くに荘,京都市上京区河原町通 荒神口上る東入東桜町27-3,3.8,428,"lodging, point_of_interest, establishment",35.022033,135.7705419,ChIJq0L6CeEHAWARoyKQrKJfUjc
京都 花ホテル,京都市東山区二町目53番1号,4.3,270,"lodging, point_of_interest, establishment",35.0096245,135.7750535,ChIJwW3m7-sIAWARAZDvSbDp0Dw
ジャムホステル京都祇園,京都市東山区常磐町 １７０ 四条通 川端通上ル,3.6,115,"lodging, point_of_interest, establishment",35.00494559999999,135.7724552,ChIJZbcol-oIAWARqufr8bQNlDM
ゲストハウス 雅順,京都市東山区夷町１６５,4.7,221,"lodging, point_of_interest, establishment",35.0091887,135.7833321,ChIJ2yCeh90IAWARIn7JWFrH_t0
ホテル平安の森京都,京都市左京区岡崎東天王町51,3.6,1205,"lodging, restaurant, food, point_of_interest, establishment",35.01715059999999,135.7895176,ChIJqeJAF-IIAWARtVg0F27vkas
吉田山荘,京都市左京区吉田下大路町５９−１,4.5,140,"cafe, lodging, restaurant, food, point_of_interest, establishment",35.0228238,135.7866358,ChIJA02SQPwIAWARpKYP20HSFFE
ますや旅館,京都市左京区大菊町１４５,3.9,59,"lodging, point_of_interest, establishment",35.0105403,135.7741333,ChIJEcrSaewIAWARWRKZ-ESLxCA
京町家の宿 ぎおんの宿,京都市東山区西之町２３１,4.3,17,"lodging, point_of_interest, establishment",35.0063464,135.7742579,ChIJNbiyQ-oIAWARo-SkzSDJjN4
祇園 吉今,京都市東山区西之町２２９,4.6,180,"lodging, point_of_interest, establishment",35.006333,135.7740123,ChIJi_-3XOoIAWARyTUnGc-Ttmg
ゲストハウスこばこ,京都市左京区岡崎南御所町４０−１０,4.5,37,"lodging, point_of_interest, establishment",35.01546030000001,135.7849593,ChIJQbuyDOQIAWARxpmBonYLrgM
コミュニティーハウス神宮之杜ー岡崎,京都市左京区岡崎天王町４６,3,9,"lodging, point_of_interest, establishment",35.0154943,135.7880138,ChIJcU6ghuEIAWARpEaRCyJPbIA
料理旅館 白梅,京都市東山区末吉町７８−６,4.8,209,"lodging, point_of_interest, establishment",35.0052348,135.7733233,ChIJT6WKtsMIAWARYmD6J_yS2Ss
Villa法然院西,京都市左京区鹿ケ谷法然院西町20,5,3,"lodging, point_of_interest, establishment",35.0219044,135.7925885,ChIJAQAv1xwJAWAR8YGbDOvtOaM
四季々々 東山,京都市東山区八軒町４４９−２,3.7,45,"lodging, point_of_interest, establishment",35.0090868,135.7793772,ChIJq6r_Z-gIAWARmZEhqnH8XoI
南禅寺参道 菊水,京都市左京区南禅寺福地町３１番地,4.3,405,"lodging, restaurant, food, point_of_interest, establishment",35.01045910000001,135.7892418,ChIJzSxL1XgJAWAR9VconyhwipA
旅館さわや本店,京都市左京区聖護院川原町２５,4.7,129,"lodging, point_of_interest, establishment",35.0183928,135.7768276,ChIJEWtcavEIAWARUbkibUnoT50
IZUTSU HOTEL KYOTO KAWARAMACHI-SANJO,京都市中京区大黒町５２ ＳＡＫＩＺＯ河原町ビル Ｂ１Ｆ 河原町通三条下る,4.2,252,"lodging, point_of_interest, establishment",35.0082008,135.7687784,ChIJKQUNgYMIAWAR2EnwqgiM4sA
Stay SAKURA Kyoto 祇園北,京都市左京区東門前町５２８−７,4,89,"lodging, point_of_interest, establishment",35.0107073,135.7781256,ChIJxaL_J-kIAWAR6GJTOiDcSII
Rinn Kyoto Gion Shinbashi,京都市東山区橋本町,4.6,102,"lodging, point_of_interest, establishment",35.0056617,135.7759446,ChIJzSyiBsIIAWARB6C2UH4XGsE
Stay SAKURA Kyoto 東山白川,京都市東山区堤町５０７,4.6,84,"lodging, point_of_interest, establishment",35.008392,135.7794461,ChIJQWoQFegIAWAR9w40S7dmZo8
ゲストハウス和楽庵,京都市左京区聖護院山王町１９−２,4.8,184,"lodging, point_of_interest, establishment",35.0175473,135.7794453,ChIJbw_0avAIAWARfJZB2mGKR0U
スーパーホテル京都・四条河原町,京都市中京区中之町５３８−１ 新京極通り四条上る,4.1,1574,"lodging, point_of_interest, establishment",35.0050505,135.7681371,ChIJy6W0WpQIAWARpCBNanEuT0k
ラブホテル ホテルジャルダンフルール 京都市,京都市左京区岡崎法勝寺町１−１３,3.6,25,"lodging, point_of_interest, establishment",35.0145704,135.7879162,ChIJc4P6oeEIAWAR-B_Kbv2hxhw
葵 閑雲庵 Aoi Suites Kan-un-an,京都市左京区南禅寺北ノ坊町１０,4.8,11,"lodging, point_of_interest, establishment",35.0167899,135.7957225,ChIJcQ2g3hgJAWAR1IfpNAe30sQ
葵 看月亭 Aoi Suites Kan-getsu-tei,京都市左京区南禅寺北ノ坊町,4.9,7,"lodging, point_of_interest, establishment",35.017084,135.795677,ChIJV8exIBkJAWARYrqMXZ7vSE8
鹿麓 席,京都市左京区鹿ケ谷寺ノ前町６１,4.6,15,"lodging, point_of_interest, establishment",35.0210754,135.7955016,ChIJmxufmxsJAWARH8mGQHfCuT8
三休荘町家永観堂,"〒606-8433 京都府京都市左京区永観堂西町 １７, 17 永観堂西町, 左京区 京都市",4.9,7,"lodging, point_of_interest, establishment",35.0154042,135.7913427,ChIJlbGiSR4JAWARgAVRA8wwVBE
Hotel RokuRoku,京都市左京区鹿ケ谷西寺ノ前町２８−１,4.6,151,"lodging, point_of_interest, establishment",35.02007529999999,135.7921782,ChIJG3QXAR0JAWARppK30foAATY
Azukiya,京都市東山区東分木町２７２,4.8,47,"lodging, point_of_interest, establishment",35.0095203,135.787911,ChIJl4Z1rt8IAWARG6SrH7QSsbY
デ・ラ・ピエール,京都市左京区岡崎法勝寺町６４−１,3.8,68,"lodging, point_of_interest, establishment",35.01433179999999,135.7883325,ChIJn8rtuuEIAWAR3hNBOIKETSg
ゲストハウス葵中本,京都市左京区鹿ケ谷法然院西町２６,4.7,45,"lodging, point_of_interest, establishment",35.0222687,135.7926318,ChIJQ6ciyBwJAWAR5W3VbqWMpAo
NAGOMI,京都市左京区粟田口鳥居町３９−４,4,13,"lodging, point_of_interest, establishment",35.01034149999999,135.7869939,ChIJAQAkJd4IAWAR70cQvMTLVLA
Aoi Philosophers Path Villa,"１０ Nanzenji Kitanobocho, Sakyo Ward, Kyoto",5,1,"lodging, point_of_interest, establishment",35.0167987,135.7957081,ChIJBeai3hgJAWARHnfoN4QwEok
京別邸 哲学の道,京都市左京区南禅寺北ノ坊町２９−６,,,"lodging, point_of_interest, establishment",35.0166273,135.7944008,ChIJn43G6JkJAWARcKr1PsyYaC4
清宗庵,京都市左京区鹿ケ谷宮ノ前町８２,5,3,"lodging, point_of_interest, establishment",35.0182664,135.7954185,ChIJE5ATRhkJAWARWqoy3ALcmRg
京都 白河院（日本私立学校振興・共済事業団 京都宿泊所）,京都市左京区岡崎法勝寺町１６ 白河院,4.2,168,"lodging, point_of_interest, establishment",35.0138901,135.7875735,ChIJAS7-B-EIAWARVpWfgLOtVkw
南禅会館,京都市左京区南禅寺福地町８６,4.2,40,"lodging, point_of_interest, establishment",35.01149959999999,135.7906878,ChIJAQDAEiAJAWARp1jouAG9y4A
ウェスティン都ホテル京都 数寄屋風別館 佳水園,京都市東山区三条けあげ,4.7,90,"lodging, point_of_interest, establishment",35.0078947,135.7882674,ChIJN1AzAd8IAWARnkEwUIBW6gY
リージェント京都,"30 岡崎東天王町, 左京区 京都市",,,"lodging, point_of_interest, establishment",35.0165925,135.7911268,ChIJ992ZEh4JAWARvB__HmYQJrw
閒居 吉田や,京都市山科区日ノ岡夷谷町１７−１２,4.7,3,"lodging, point_of_interest, establishment",35.004515,135.7921167,ChIJzeL0gz8JAWARwt3ZcJUEH6o
Yawata,京都市山科区日ノ岡一切経谷町１５−１６,,,"lodging, point_of_interest, establishment",35.00428469999999,135.7921224,ChIJWZdAIQAJAWAR6IYuEOUwnGg
銀閣寺ハウス,京都市左京区浄土寺下南田町１４１−５,5,1,"lodging, point_of_interest, establishment",35.0238798,135.7956074,ChIJX1GSswQJAWARqMhG6tdyfGs
Teppanyaki by Japan Experience,京都市左京区鹿ケ谷上宮ノ前町２０−５,5,6,"lodging, point_of_interest, establishment",35.01912489999999,135.7917699,ChIJN33ELhwJAWARocr_jng2fjE
留釈軒 RUSHAKEN,京都市左京区岡崎法勝寺町８３,4,2,"lodging, point_of_interest, establishment",35.0145887,135.7891226,ChIJPQKDX6YJAWAREafyjlV_cQo
Uta Yomi Dori by Japan Experience,京都市左京区岡崎法勝寺町８３−１,5,10,"lodging, point_of_interest, establishment",35.0146399,135.7890162,ChIJ2TrE1zcJAWAR2TKTHxFum7c
真如堂アビタシオン,京都市左京区浄土寺真如町１６２−６,5,3,"lodging, point_of_interest, establishment",35.01985309999999,135.7913732,ChIJAQBkDB0JAWARyjj_ytN_xxc
ユリシーズ株式会社,京都市東山区今道町２６４−４ ｈａｌｅてまり京都東山,,,"lodging, point_of_interest, establishment",35.0097414,135.7876938,ChIJgzxOs98IAWARfQ7UcIL--vY
京都美築栗田ホテル,京都市左京区粟田口鳥居町２１,,,"lodging, point_of_interest, establishment",35.0099939,135.7874001,ChIJhztGY9kJAWARLArw8sDWv28
古都平安の宿 奏,京都市左京区岡崎法勝寺町１−２,4.4,261,"lodging, point_of_interest, establishment",35.0149663,135.787692,ChIJgYxlneEIAWARwb0mHy7Pmz0
卡纳德旅馆,京都市左京区岡崎法勝寺町,5,2,"lodging, point_of_interest, establishment",35.01497899999999,135.7876833,ChIJeQlnneEIAWARRXHUDMGuPuI
ホテルオークラ京都 岡崎別邸,京都市左京区岡崎天王町２６−６,4.3,143,"lodging, point_of_interest, establishment",35.0168719,135.7881247,ChIJt9dqpqYJAWARsO9ISuw_bFo
山下白川寮,京都市左京区浄土寺下南田町４９,5,1,"lodging, point_of_interest, establishment",35.024015,135.7935996,ChIJM80pawMJAWARGnRfV7JVgi0
ギャリア二条城,京都市左京区岡崎天王町２６−６,,,"lodging, point_of_interest, establishment",35.0169,135.788116,ChIJr0aXFQAJAWAR4Wh7n7S_dhw
ヌーヴェル・エポック ホテルオークラ京都 岡崎別邸,京都市左京区岡崎天王町26−６ ホテルオークラ京都岡崎別邸,4.6,16,"lodging, restaurant, food, point_of_interest, establishment",35.0168995,135.7881145,ChIJSZ9NytoJAWARZ61YBqHTOT8
ホホホ座 ねどこ,京都市左京区浄土寺馬場町２−７ 2F,4.5,2,"lodging, book_store, home_goods_store, point_of_interest, store, establishment",35.02344600000001,135.792589,ChIJzeNn3F8JAWARrOkx03mOAy0
月の香,京都市左京区浄土寺南田町６−１４,4.8,4,"lodging, point_of_interest, establishment",35.0263441,135.7966876,ChIJaecB6DIJAWARoC_jTi8__w0
古都の別荘京町屋銀閣別館,京都市左京区浄土寺南田町6−0−３,5,1,"lodging, point_of_interest, establishment",35.0263755,135.7966577,ChIJLc4jLXoJAWARTlbBqK7atP0
古都の別荘 京町屋銀閣,京都市左京区浄土寺南田町6−１５−２,5,3,"lodging, point_of_interest, establishment",35.02642309999999,135.7966607,ChIJz3N4QKkJAWARKW-2Yf9a6H4
ふふ 京都,京都市左京区南禅寺草川町41−４１,4.2,319,"lodging, point_of_interest, establishment",35.01162249999999,135.7863592,ChIJOdhOrIgJAWARwXmKMmehp7Y
ゲストハウス糸屋,京都市上京区有馬町２０２ 浄福寺通五辻下る,4.7,129,"lodging, point_of_interest, establishment",35.03009550000001,135.7453782,ChIJcQNt-uYHAWAR040x0-0Q-58
京紫 Kyoyukari,京都市北区紫野中柏野町３７−１４,4.6,18,"lodging, point_of_interest, establishment",35.03546139999999,135.7364128,ChIJRdwAvvMHAWARuKu-aiogFOE
京町家の宿 五辻庵,京都市上京区五辻町77番地 五辻通知恵光院西入,4.1,8,"lodging, point_of_interest, establishment",35.0308612,135.7466,ChIJp0V_LeEHAWARuOkL8659N3M
インターナショナル ゲストハウス タニハウス,京都市北区紫野大徳寺町８,3,96,"lodging, point_of_interest, establishment",35.0419759,135.7445269,ChIJa-XspfkHAWARnAi-JGLWKX4
ゲストハウス金魚家,京都市上京区歓喜町２４３,4.6,137,"lodging, point_of_interest, establishment",35.03448059999999,135.7454171,ChIJNZVb--QHAWARYGBdYBUcc-4
宮崎屋,京都市上京区元中之町５００,4.8,12,"lodging, point_of_interest, establishment",35.028612,135.7461149,ChIJR3VvQucHAWARkHeigkzniDE
西陣之郷,京都市北区紫野中柏野町48番地10,4,10,"lodging, point_of_interest, establishment",35.035122,135.7374281,ChIJJ56G0fMHAWARPfnhAlzw0SE
京町屋STAY〇,京都市北区衣笠西馬場町４３−１７ フォーブル衣笠,,,"lodging, point_of_interest, establishment",35.0377909,135.7284216,ChIJ5cXUUieoAWAR88m5EWO4Bkk
YUMEJI Vintage Villa,京都市北区紫野中柏野町６２−１６,4.6,14,"lodging, point_of_interest, establishment",35.03529799999999,135.738541,ChIJJR9hnfEHAWAR6s9_GYiHqQM
JURAKU RO プチ ホテル アッラ セタ,京都市上京区北新在家町３２０,4.8,12,"lodging, point_of_interest, establishment",35.0266107,135.7462275,ChIJRQSEv90HAWARXvIj8kVA2XQ
ホステル翆 （Hostel&Dormitory Sui Kyoto）,京都市上京区真倉町７３２,4.8,91,"lodging, point_of_interest, establishment",35.0338778,135.7447362,ChIJS_CLNLcHAWARVgyj--CPGsI
シック マチヤ ステイ 布,京都市上京区筋違橋町５４５,5,10,"lodging, point_of_interest, establishment",35.03683,135.7489412,ChIJO_uWPeMHAWARpMRRDDWyR8U
京都ゲストハウス木音 Kyoto Guesthouse KIOTO,京都市上京区溝前町１００−１,4.3,105,"lodging, point_of_interest, establishment",35.03089169999999,135.7405598,ChIJj_isHu8HAWARrNNmn3Qa-pY
ニアー金閣寺 ゲストハウス,京都市北区衣笠北天神森町３４ Ｋ’Ｓ ＨＯＵＳＥ 4階,4,1,"lodging, point_of_interest, establishment",35.03796940000001,135.7332261,ChIJM0-VMvUHAWAR4T5P5-Yf0bQ
梅ノ戸庵 上七軒,京都市上京区二丁目 北町６３９−６,,,"lodging, point_of_interest, establishment",35.03296319999999,135.7360998,ChIJtxcrZvIHAWARNC8bI_9tsSg
株式会社カヨウ 本社,京都市北区小松原北町31番地,5,2,"lodging, real_estate_agency, point_of_interest, establishment",35.03107649999999,135.7267891,ChIJ-Xu_gk8IAWARWJA9u7PmtRE
北野天満宮前B棟,京都市上京区鳥居前町６６４−４７,4.3,3,"lodging, point_of_interest, establishment",35.03156069999999,135.7368915,ChIJDz9w7O0HAWARQgAla0019RM
伝心庵,京都市右京区龍安寺西ノ川町３０,4.9,29,"lodging, point_of_interest, establishment",35.0308367,135.7187197,ChIJFxWw1YAHAWARG9MUMTUrs9g
京の宿-華-西陣 Guest house HANA nishijin,京都市上京区西柳町５７２−１,4.8,51,"lodging, clothing_store, point_of_interest, store, establishment",35.0309123,135.7380987,ChIJp0V_LeEHAWARYgvZEf59fCs
京町家ゲストハウス K-style金閣寺,京都市北区紫野上柏野町46−２２,4.3,25,"lodging, point_of_interest, establishment",35.036737,135.736933,ChIJhe3L9fMHAWARUZfnVMD0l14
Theatre and Library Residence -Kyoto Murasakino-,京都市北区北区紫野上柏野町３２−１２,3,1,"lodging, point_of_interest, establishment",35.0362731,135.7379963,ChIJbYTSX_EHAWARmTnpF6RZKHs
花ノ坊 金閣寺道,京都市北区紫野南花ノ坊町４１−３,4.7,19,"lodging, travel_agency, real_estate_agency, point_of_interest, establishment",35.0384864,135.73759,ChIJhd79I_QHAWARYRySBqIwxiI
笹舟庵,京都市北区紫野北舟岡町１８−１０,5,2,"lodging, real_estate_agency, point_of_interest, establishment",35.0368644,135.741207,ChIJwevl8_AHAWARZVef8RCoF6A
東籬,京都市上京区笹屋町三丁目６３９,4.9,167,"lodging, point_of_interest, establishment",35.0281484,135.7426779,ChIJS0Z11ecHAWARg29nUjbG_Uk
好运屋 lucky house,京都市上京区西富仲町６８５−１９,3.5,2,"lodging, point_of_interest, establishment",35.024307,135.7433502,ChIJVemmJ90HAWAR_IKMmvAACQo
泊まれる飲み屋 八雲食堂,京都市北区紫野南舟岡町７３−１８,4.1,161,"lodging, restaurant, food, point_of_interest, establishment",35.037251,135.7449307,ChIJLQLN4foHAWARtUmTply7MJ8
月光荘,京都市北区紫野南舟岡町７３−１８,4.4,51,"lodging, point_of_interest, establishment",35.0373158,135.7449177,ChIJ7_cw4PoHAWAR194buq8QjwI
京都やどまち西陣,"今出川通大宮西入, 168 元北小路町, 上京区 京都市",4.6,7,"lodging, point_of_interest, establishment",35.0297097,135.7475121,ChIJTQ2Zy-AHAWARFRNLZFtkKOE
古都の別荘 京町屋西陣,京都市上京区歓喜町２１２−３,4.4,23,"lodging, point_of_interest, establishment",35.0345104,135.7462457,ChIJb6bsiuQHAWARKfh_4F0VSUw
ルミナス一条 (西陣IVY Nishijin-IVY),京都市上京区南新在家町３３４,3.5,8,"lodging, point_of_interest, establishment",35.0262537,135.7456001,ChIJRwUyvd0HAWARtf12vUozrn0
Expo Hostel Nishi,京都市北区紫野西藤ノ森町１−４９,5,41,"lodging, point_of_interest, establishment",35.03653799999999,135.746341,ChIJVVVMtOQHAWAR9buYnXPhWhM
Expo Hostel & Cottage,"京都市北区紫野西藤ノ森町 ２−４ ｜ 2-4, Murasakino Nishifuinomoricho, Kita-ku, Kyoto",4.8,80,"lodging, point_of_interest, establishment",35.0367052,135.7465224,ChIJT9RBs-QHAWAR_IkNhG6gHOE
町家ステイ,京都市上京区伊佐２３３ 大宮上立売上西入,,,"lodging, point_of_interest, establishment",35.0327228,135.7479453,ChIJrZpWV-EHAWAR5cC5-E3HM5U
船岡温泉ゲストハウス,京都市北区紫野東藤ノ森町１１−５,4.3,6,"lodging, point_of_interest, establishment",35.0373286,135.7467538,ChIJ8VJRWfsHAWAR-fGebCg0wIY
京町家西倶,京都市上京区真倉町７６４,4.7,19,"lodging, point_of_interest, establishment",35.03294699999999,135.7448156,ChIJdZaIs-UHAWARsziS03eCPXY
紫月 shizuki,京都市上京区西若宮北半町１５５,5,3,"lodging, point_of_interest, establishment",35.0382321,135.7481253,ChIJ2Ravu_wHAWARMcRCbeez3g8
大心院,京都市右京区花園妙心寺町５７,4.3,69,"tourist_attraction, lodging, place_of_worship, point_of_interest, establishment",35.0229625,135.7211674,ChIJqxa8qpsHAWARrCiP40rHsjg
京のやど卯乃花,"京都市上京区下竪町１８８ 御前通仁和寺, 街道下る",4.7,6,"lodging, point_of_interest, establishment",35.023784,135.736105,ChIJ9419ZeoHAWARhdvlZW0z_94
Eikohsya,京都市北区平野八丁柳町６４−５,,,"spa, lodging, point_of_interest, establishment",35.03154449999999,135.7303169,ChIJOVYSHBgHAWARe_44PEVJiGg
ゲストハウス京洛や,京都市北区平野宮西町52,4.2,5,"lodging, point_of_interest, establishment",35.0347212,135.7315723,ChIJJ1p71w0HAWAR2MpBXmykHRw
カエルの歌ショートステイ,京都市北区北野上白梅町２１,,,"lodging, point_of_interest, establishment",35.0276295,135.7301999,ChIJd_zRFwAHAWARbJWs_ZGVCfE
ハイツくすの木,京都市北区北野上白梅町８ ハイツくすの木,2.3,3,"lodging, point_of_interest, establishment",35.02803189999999,135.7311563,ChIJzTFy-pIHAWAR2-GDyp-sJTE
サクラホテルレジェンド,京都市北区北野上白梅町６２−１ サクラホテルレジェンド 621,,,"lodging, point_of_interest, establishment",35.027797,135.732002,ChIJQeyLBAAHAWARbZwvg95CUik
京町家ゲストハウス K-style等持院,京都市北区等持院西町16−１５,2,1,"lodging, point_of_interest, establishment",35.0277663,135.7235029,ChIJwyhu22cHAWAR21pgYwRCL2I
宿屋 西陣荘,京都市上京区西町４５８ 元誓願寺通り堀川東入,3.5,46,"lodging, point_of_interest, establishment",35.0285994,135.7528752,ChIJX8ihCsAHAWAR3CXpL1bxcSI
ビーアンドビー きおと,京都市北区紫野石龍町４２,5,6,"lodging, point_of_interest, establishment",35.0432884,135.7503144,ChIJ_6v9ef4HAWAR9AGzBC3gpOE
西陣 米田邸,京都市上京区竪神明町４７２−１,,,"lodging, point_of_interest, establishment",35.0275879,135.7504512,ChIJTf1dFNIHAWAR8i0WjUNyEKs
ザ グラン リゾート エレガンテ京都,"中立売通堀川東入る, ６６−３ 東橋詰町, 京都市上京区上京区",4,92,"lodging, restaurant, point_of_interest, food, establishment",35.0251878,135.752408,ChIJ-XIsGXYIAWARGETubHBM5S0
京町家の宿 中乃庵,京都市上京区中之町５１９−２３,4,2,"lodging, point_of_interest, establishment",35.0165562,135.751015,ChIJE_TsCtYHAWARVDXmUNRTRfo
ホテル リオンドール,京都市中京区八町目５３８ シティペンションリオンドール 東堀川通夷川上る,4,103,"lodging, point_of_interest, establishment",35.0153159,135.752333,ChIJtVIWfH8IAWARzVLP8Cgj5W8
五月庵,京都市北区紫野上御所田町１６,4.9,23,"lodging, point_of_interest, establishment",35.0418865,135.7513619,ChIJ21BWkP0HAWARIo4HOR-iN1A
リヴェルト京都鴨川,京都市上京区青龍町２０２,4.8,42,"lodging, point_of_interest, establishment",35.0312956,135.7698524,ChIJAQD0R2gIAWARJPrKr29d9TY
学生寮すずかけ,京都市上京区中御霊図子町１２５ 女子学生寮すずかけ 新町通今出川上る東入,4.7,3,"lodging, point_of_interest, establishment",35.0306789,135.7566506,ChIJFyuxg3QIAWARa4ziOtT25Rw
西陣ならひ庵,"京都市上京区幸在町６９２ 上立売通大宮東入 上立売町, 大宮東入",4.1,10,"lodging, point_of_interest, establishment",35.0320982,135.7502497,ChIJQbcKruEHAWARTjCPiORuFEQ
ゲストハウス天神,京都市上京区上京区下天神町６５０−２７,4.8,25,"lodging, point_of_interest, establishment",35.0357121,135.7494942,ChIJqXLAq-MHAWARGoxTDpxRma4
Ichijo Premium,京都市上京区如水町７０,4.8,5,"lodging, point_of_interest, establishment",35.0265096,135.7505565,ChIJ-ctnFt8HAWARSlvylepHKlU
民宿 翠川,京都市上京区中小川町232番地1 小川通今出川上る,4.4,11,"lodging, point_of_interest, establishment",35.030077,135.7545955,ChIJm5QqHHUIAWARkQL8RUwLk2Q
Shiki Homes | AKI 秋,京都市上京区,4.4,14,"lodging, point_of_interest, establishment",35.0273208,135.7530333,ChIJVVXs63UIAWAR8RPKqcaZdLM
Shiki Homes | Haru 春,京都市上京区革堂西町５３０−１９,4.3,16,"lodging, point_of_interest, establishment",35.0273086,135.753173,ChIJa6uI6XUIAWAR58QeuasQzpA
30 USD - guesthouse kyoto,京都市上京区上京区一条横町５６３,,,"lodging, point_of_interest, establishment",35.0264107,135.7538896,ChIJJSR5enYIAWARjLN939DCUw4
ゲストハウス 百万遍 Cross,京都市左京区左京区田中大堰町１５７,4.4,81,"lodging, restaurant, food, point_of_interest, establishment",35.02945680000001,135.7777583,ChIJyTFeuFsIAWAR4R9LidVuNFU
RAKUCHO RYOKAN,京都市左京区下鴨東半木町６７,4.8,76,"lodging, point_of_interest, establishment",35.0448767,135.7674589,ChIJ6cd-IhcIAWARRSWCY3qCbHs
ザ ホーム,京都市上京区東桜町２１−１１ いずみビル 河原町通荒神口上る,,,"lodging, point_of_interest, establishment",35.0221948,135.7690452,ChIJV_eZUWAIAWARdS3xh1qfN94
京都楓ホテル鴨川,京都市左京区田中下柳町１０−５,3.9,19,"lodging, point_of_interest, establishment",35.0284379,135.7733767,ChIJS5wxzaoJAWARPMVWeH-XTA8
京町屋清水町,京都市左京区高野清水町１２７,,,"lodging, point_of_interest, establishment",35.03619529999999,135.7772008,ChIJAQAZQUQIAWARNpfI86t6IgA
ゲストハウストンボ,京都市左京区田中上柳町１４,4.3,45,"lodging, point_of_interest, establishment",35.031543,135.773764,ChIJb--4LEMIAWARl-maRekx-qw
聖護院御殿荘,京都市左京区聖護院中町１５,4.1,390,"lodging, point_of_interest, establishment",35.019686,135.780348,ChIJeTH9gfAIAWARGFWZxoTfrXE
御宿 北川,京都市左京区田中上柳町20-1左京区 京都市左京区田中上柳町20-1,5,2,"lodging, point_of_interest, establishment",35.0311,135.773493,ChIJSdXnKl0IAWARSGEkLmEpwFA
Stay SAKURA Kyoto 御苑東,京都市上京区上生洲町２１１−１６,4.3,75,"lodging, point_of_interest, establishment",35.02107549999999,135.7691955,ChIJ7f0yN2AIAWARqHHBnDmKgB8
石長松菊園,京都市中京区末丸町２８４,3.9,218,"lodging, point_of_interest, establishment",35.0153638,135.7702042,ChIJZ4UiE4oIAWARGUef8jc003E
聖護院 ねねこ,京都市左京区聖護院円頓美町２２−１２,4.3,3,"lodging, point_of_interest, establishment",35.0177064,135.7800242,ChIJE8ajcvAIAWAReVjFUIYto6s
四季倶楽部 京都加茂川荘,京都市北区小山下内河原町6−６ 四季倶楽部京都加茂川荘,3.9,123,"lodging, point_of_interest, establishment",35.0464345,135.7596611,ChIJ78VjjgQIAWARUuLB2zBSWUQ
雲町屋 荒神口,京都市上京区荒神町１２１−２,3,1,"lodging, point_of_interest, establishment",35.0214357,135.7697511,ChIJu-utPWAIAWARtkhHlZFLhSQ
賀茂女子学生会館,京都市左京区田中関田町２０−１ 賀茂学生会館,4,2,"lodging, point_of_interest, establishment",35.029818,135.775487,ChIJLSccfFwIAWARRxNFNyEcbFo
エリントンズハウス（ellingtonshouse）,京都市上京区駒之町５３７,5,2,"real_estate_agency, lodging, travel_agency, point_of_interest, establishment",35.0172944,135.7697764,ChIJEf5daosIAWARhmkfJJTsG3E
がぁがぁハウス,京都市左京区下鴨森本町１３−９,4.8,5,"lodging, point_of_interest, establishment",35.0366646,135.7712232,ChIJteOF1kEIAWARtGoteBj9RcQ
京都大学 清風会館,京都市左京区田中関田町１６−２,4.1,31,"lodging, point_of_interest, establishment",35.0289499,135.7754631,ChIJ__9Pc1wIAWAR-QaJg_lHD6U
Kamo House,京都市左京区高野蓼原町４６−１７,,,"lodging, point_of_interest, establishment",35.03422389999999,135.7765168,ChIJ03v_kEQIAWAR0NL0XESTIDw
Daisenji Lodge Ing Black,京都市上京区森之木町４７４−２ 室町通鞍馬口下る,4.8,5,"lodging, point_of_interest, establishment",35.0369093,135.7578978,ChIJ_-_Xg36LGGARPSGL_J6WtbU
京都イン加茂川,京都市北区鞍馬口町３０２−５ 鞍馬口通寺町東入,2.8,17,"lodging, point_of_interest, establishment",35.038053,135.764285,ChIJU3rJBhMIAWARu6wYcSzBcsg
ゲストハウス 京都阿美家,京都市上京区東土御門町３４３−１ 新椹木町通丸太町下る,4.8,44,"lodging, point_of_interest, establishment",35.0171109,135.7686931,ChIJwa13CosIAWARp8cg3Vt9iXs
古都の別荘 京町屋実紫,京都市北区紫野西御所田町５９−４,5,12,"lodging, point_of_interest, establishment",35.0406715,135.7529533,ChIJW1Rj7AcIAWARNiSPsdYNT-k
Matsu Sho An,"shi, 662 Takeyamachi-dori, 甘露町, 中京区 京都市",4.7,6,"lodging, point_of_interest, establishment",35.0161612,135.7667947,ChIJVSnfeiJaIBURWc4rRyux4d8
オープンシェアハウスサクラ荘,京都市左京区吉田神楽岡町９−５,4.8,8,"lodging, point_of_interest, establishment",35.0285737,135.7867167,ChIJi88XilUIAWARHtSfJNdWIUs
